2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 
2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 
2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 2,15,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 7,7,0,0,0,0 
